Site ID,J37/0045
Site Name,J37/0045
Site ID,SampleID,Collection Date,Measurement,Value,Units
"J37/0045","20241123","16-Feb 2024 11:46am","Alkalinity, Total","35.0","g/m3 as CaCO3"
"J37/0045","20241123","16-Feb 2024 11:46am","Bicarbonate","42.000","mg/L  at 25°C"
"J37/0045","20241123","16-Feb 2024 11:46am","Calcium, Dissolved","11.300","mg/L"
"J37/0045","20241123","16-Feb 2024 11:46am","Chloride","7.000","mg/L"
"J37/0045","20241123","16-Feb 2024 11:46am","Conductivity","13.7","mS/m"
"J37/0045","20241123","16-Feb 2024 11:46am","Conductivity (Field)","13.58","mS/m"
"J37/0045","20241123","16-Feb 2024 11:46am","Difference in Ion Balance","0.730","%"
"J37/0045","20241123","16-Feb 2024 11:46am","Dissolved Oxygen","7.170","mg/L"
"J37/0045","20241123","16-Feb 2024 11:46am","Dissolved Oxygen Saturation","67.000","%"
"J37/0045","20241123","16-Feb 2024 11:46am","E. coli","23","MPN/100mL"
"J37/0045","20241123","16-Feb 2024 11:46am","Hardness, Total","44.000","g/m3 as CaCO3"
"J37/0045","20241123","16-Feb 2024 11:46am","Magnesium, Dissolved","3.900","mg/L"
"J37/0045","20241123","16-Feb 2024 11:46am","Nitrate Nitrogen","4.400","mg/L"
"J37/0045","20241123","16-Feb 2024 11:46am","Oxidation Reduction Potential","236.100","mV"
"J37/0045","20241123","16-Feb 2024 11:46am","pH","6.8",""
"J37/0045","20241123","16-Feb 2024 11:46am","pH (Field)","5.79",""
"J37/0045","20241123","16-Feb 2024 11:46am","Potassium, Dissolved","0.940","mg/L"
"J37/0045","20241123","16-Feb 2024 11:46am","Silica, Reactive","18.100","mg/L  as SiO2"
"J37/0045","20241123","16-Feb 2024 11:46am","Sodium, Dissolved","8.700","mg/L"
"J37/0045","20241123","16-Feb 2024 11:46am","Sulphate","4.800","mg/L"
"J37/0045","20241123","16-Feb 2024 11:46am","Sum of anions","1.310","meq/L"
"J37/0045","20241123","16-Feb 2024 11:46am","Sum of cations","1.290","meq/L"
"J37/0045","20241123","16-Feb 2024 11:46am","Total Coliforms","62.0","number/100mL"
"J37/0045","20241123","16-Feb 2024 11:46am","Water Temperature (Field)","12.0","C"
"J37/0045","20236274","03-Nov 2023 11:34am","Alkalinity, Total","35.0","g/m3 as CaCO3"
"J37/0045","20236274","03-Nov 2023 11:34am","Aluminium, Dissolved","0.004","mg/L"
"J37/0045","20236274","03-Nov 2023 11:34am","Ammoniacal Nitrogen","<0.010","mg/L"
"J37/0045","20236274","03-Nov 2023 11:34am","Bicarbonate","42.000","mg/L  at 25°C"
"J37/0045","20236274","03-Nov 2023 11:34am","Calcium, Dissolved","11.700","mg/L"
"J37/0045","20236274","03-Nov 2023 11:34am","Chloride","7.000","mg/L"
"J37/0045","20236274","03-Nov 2023 11:34am","Conductivity","14.1","mS/m"
"J37/0045","20236274","03-Nov 2023 11:34am","Conductivity (Field)","13.84","mS/m"
"J37/0045","20236274","03-Nov 2023 11:34am","Difference in Ion Balance","1.130","%"
"J37/0045","20236274","03-Nov 2023 11:34am","Dissolved Oxygen","7.430","mg/L"
"J37/0045","20236274","03-Nov 2023 11:34am","Dissolved Oxygen Saturation","70.500","%"
"J37/0045","20236274","03-Nov 2023 11:34am","Dissolved Reactive Phosphorus","0.0063","mg/L"
"J37/0045","20236274","03-Nov 2023 11:34am","E. coli","<1","MPN/100mL"
"J37/0045","20236274","03-Nov 2023 11:34am","Hardness, Total","47.000","g/m3 as CaCO3"
"J37/0045","20236274","03-Nov 2023 11:34am","Iron, Dissolved","<0.020","mg/L"
"J37/0045","20236274","03-Nov 2023 11:34am","Magnesium, Dissolved","4.200","mg/L"
"J37/0045","20236274","03-Nov 2023 11:34am","Manganese, Dissolved","<0.0005","mg/L"
"J37/0045","20236274","03-Nov 2023 11:34am","Nitrate Nitrogen","5.100","mg/L"
"J37/0045","20236274","03-Nov 2023 11:34am","Nitrate-N Nitrite-N","5.100","g/m3"
"J37/0045","20236274","03-Nov 2023 11:34am","Nitrite Nitrogen","<0.002","mg/L"
"J37/0045","20236274","03-Nov 2023 11:34am","Oxidation Reduction Potential","221.700","mV"
"J37/0045","20236274","03-Nov 2023 11:34am","pH","7.1",""
"J37/0045","20236274","03-Nov 2023 11:34am","pH (Field)","6.02",""
"J37/0045","20236274","03-Nov 2023 11:34am","Potassium, Dissolved","0.950","mg/L"
"J37/0045","20236274","03-Nov 2023 11:34am","Silica, Reactive","18.900","mg/L  as SiO2"
"J37/0045","20236274","03-Nov 2023 11:34am","Sodium, Dissolved","9.800","mg/L"
"J37/0045","20236274","03-Nov 2023 11:34am","Sulphate","4.700","mg/L"
"J37/0045","20236274","03-Nov 2023 11:34am","Sum of anions","1.350","meq/L"
"J37/0045","20236274","03-Nov 2023 11:34am","Sum of cations","1.380","meq/L"
"J37/0045","20236274","03-Nov 2023 11:34am","Total Coliforms","4.00","number/100mL"
"J37/0045","20236274","03-Nov 2023 11:34am","Total Dissolved Phosphorus","0.005","mg/L"
"J37/0045","20236274","03-Nov 2023 11:34am","Water Temperature (Field)","12.0","C"
"J37/0045","20234789","03-Aug 2023 13:22pm","Alkalinity, Total","36.0","g/m3 as CaCO3"
"J37/0045","20234789","03-Aug 2023 13:22pm","Bicarbonate","44.000","mg/L  at 25°C"
"J37/0045","20234789","03-Aug 2023 13:22pm","Calcium, Dissolved","11.500","mg/L"
"J37/0045","20234789","03-Aug 2023 13:22pm","Chloride","8.200","mg/L"
"J37/0045","20234789","03-Aug 2023 13:22pm","Conductivity","14.7","mS/m"
"J37/0045","20234789","03-Aug 2023 13:22pm","Conductivity (Field)","14.68","mS/m"
"J37/0045","20234789","03-Aug 2023 13:22pm","Difference in Ion Balance","3.800","%"
"J37/0045","20234789","03-Aug 2023 13:22pm","Dissolved Oxygen","7.600","mg/L"
"J37/0045","20234789","03-Aug 2023 13:22pm","Dissolved Oxygen Saturation","70.900","%"
"J37/0045","20234789","03-Aug 2023 13:22pm","E. coli","<1","MPN/100mL"
"J37/0045","20234789","03-Aug 2023 13:22pm","Hardness, Total","46.000","g/m3 as CaCO3"
"J37/0045","20234789","03-Aug 2023 13:22pm","Magnesium, Dissolved","4.300","mg/L"
"J37/0045","20234789","03-Aug 2023 13:22pm","Nitrate Nitrogen","5.500","mg/L"
"J37/0045","20234789","03-Aug 2023 13:22pm","Oxidation Reduction Potential","214.000","mV"
"J37/0045","20234789","03-Aug 2023 13:22pm","pH","6.8",""
"J37/0045","20234789","03-Aug 2023 13:22pm","pH (Field)","5.48",""
"J37/0045","20234789","03-Aug 2023 13:22pm","Potassium, Dissolved","0.950","mg/L"
"J37/0045","20234789","03-Aug 2023 13:22pm","Silica, Reactive","19.800","mg/L  as SiO2"
"J37/0045","20234789","03-Aug 2023 13:22pm","Sodium, Dissolved","9.100","mg/L"
"J37/0045","20234789","03-Aug 2023 13:22pm","Sulphate","5.200","mg/L"
"J37/0045","20234789","03-Aug 2023 13:22pm","Sum of anions","1.450","meq/L"
"J37/0045","20234789","03-Aug 2023 13:22pm","Sum of cations","1.350","meq/L"
"J37/0045","20234789","03-Aug 2023 13:22pm","Total Coliforms","5.00","number/100mL"
"J37/0045","20234789","03-Aug 2023 13:22pm","Water Temperature (Field)","12.1","C"
"J37/0045","20233353","09-May 2023 15:01pm","Alkalinity, Total","19.0","g/m3 as CaCO3"
